,index,sid,dyad,user_id,other_id,participant_condition,other_condition,question_content,measure
708,708,mk:real_meeting_experiment_prolific:6,p2p5,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p5,S,S,liked,5.0
709,709,mk:real_meeting_experiment_prolific:6,p2p5,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p5,S,S,other_liked,3.0
710,710,mk:real_meeting_experiment_prolific:6,p2p5,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p5,S,S,conversation_quality,5.0
711,711,mk:real_meeting_experiment_prolific:6,p2p5,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p5,S,S,video_conf_quality,6.0
712,712,mk:real_meeting_experiment_prolific:6,p2p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p2,S,S,liked,6.0
713,713,mk:real_meeting_experiment_prolific:6,p2p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p2,S,S,other_liked,6.0
714,714,mk:real_meeting_experiment_prolific:6,p2p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p2,S,S,conversation_quality,7.0
715,715,mk:real_meeting_experiment_prolific:6,p2p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p2,S,S,video_conf_quality,7.0
716,716,mk:real_meeting_experiment_prolific:6,p2p6,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p6,U,S,liked,1.0
717,717,mk:real_meeting_experiment_prolific:6,p2p6,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p6,U,S,other_liked,1.0
718,718,mk:real_meeting_experiment_prolific:6,p2p6,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p6,U,S,conversation_quality,1.0
719,719,mk:real_meeting_experiment_prolific:6,p2p6,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p6,U,S,video_conf_quality,6.0
720,720,mk:real_meeting_experiment_prolific:6,p2p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p2,S,U,liked,6.0
721,721,mk:real_meeting_experiment_prolific:6,p2p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p2,S,U,other_liked,6.0
722,722,mk:real_meeting_experiment_prolific:6,p2p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p2,S,U,conversation_quality,6.0
723,723,mk:real_meeting_experiment_prolific:6,p2p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p2,S,U,video_conf_quality,6.0
724,724,mk:real_meeting_experiment_prolific:6,p2p7,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p7,U,U,liked,5.0
725,725,mk:real_meeting_experiment_prolific:6,p2p7,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p7,U,U,other_liked,4.0
726,726,mk:real_meeting_experiment_prolific:6,p2p7,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p7,U,U,conversation_quality,5.0
727,727,mk:real_meeting_experiment_prolific:6,p2p7,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p7,U,U,video_conf_quality,7.0
728,728,mk:real_meeting_experiment_prolific:6,p2p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p2,U,U,liked,7.0
729,729,mk:real_meeting_experiment_prolific:6,p2p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p2,U,U,other_liked,7.0
730,730,mk:real_meeting_experiment_prolific:6,p2p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p2,U,U,conversation_quality,7.0
731,731,mk:real_meeting_experiment_prolific:6,p2p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p2,U,U,video_conf_quality,7.0
732,732,mk:real_meeting_experiment_prolific:6,p2p8,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p8,S,U,liked,5.0
733,733,mk:real_meeting_experiment_prolific:6,p2p8,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p8,S,U,other_liked,5.0
734,734,mk:real_meeting_experiment_prolific:6,p2p8,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p8,S,U,conversation_quality,7.0
735,735,mk:real_meeting_experiment_prolific:6,p2p8,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p8,S,U,video_conf_quality,7.0
736,736,mk:real_meeting_experiment_prolific:6,p2p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p2,U,S,liked,7.0
737,737,mk:real_meeting_experiment_prolific:6,p2p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p2,U,S,other_liked,7.0
738,738,mk:real_meeting_experiment_prolific:6,p2p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p2,U,S,conversation_quality,7.0
739,739,mk:real_meeting_experiment_prolific:6,p2p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p2,U,S,video_conf_quality,7.0
740,740,mk:real_meeting_experiment_prolific:6,p3p5,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p5,U,S,liked,6.0
741,741,mk:real_meeting_experiment_prolific:6,p3p5,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p5,U,S,other_liked,6.0
742,742,mk:real_meeting_experiment_prolific:6,p3p5,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p5,U,S,conversation_quality,6.0
743,743,mk:real_meeting_experiment_prolific:6,p3p5,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p5,U,S,video_conf_quality,6.0
744,744,mk:real_meeting_experiment_prolific:6,p3p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p3,S,U,liked,4.0
745,745,mk:real_meeting_experiment_prolific:6,p3p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p3,S,U,other_liked,4.0
746,746,mk:real_meeting_experiment_prolific:6,p3p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p3,S,U,conversation_quality,4.0
747,747,mk:real_meeting_experiment_prolific:6,p3p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p3,S,U,video_conf_quality,6.0
748,748,mk:real_meeting_experiment_prolific:6,p3p6,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p6,S,S,liked,6.0
749,749,mk:real_meeting_experiment_prolific:6,p3p6,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p6,S,S,other_liked,6.0
750,750,mk:real_meeting_experiment_prolific:6,p3p6,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p6,S,S,conversation_quality,6.0
751,751,mk:real_meeting_experiment_prolific:6,p3p6,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p6,S,S,video_conf_quality,6.0
752,752,mk:real_meeting_experiment_prolific:6,p3p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p3,S,S,liked,5.0
753,753,mk:real_meeting_experiment_prolific:6,p3p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p3,S,S,other_liked,4.0
754,754,mk:real_meeting_experiment_prolific:6,p3p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p3,S,S,conversation_quality,5.0
755,755,mk:real_meeting_experiment_prolific:6,p3p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p3,S,S,video_conf_quality,4.0
756,756,mk:real_meeting_experiment_prolific:6,p3p7,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p7,S,U,liked,6.0
757,757,mk:real_meeting_experiment_prolific:6,p3p7,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p7,S,U,other_liked,6.0
758,758,mk:real_meeting_experiment_prolific:6,p3p7,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p7,S,U,conversation_quality,6.0
759,759,mk:real_meeting_experiment_prolific:6,p3p7,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p7,S,U,video_conf_quality,6.0
760,760,mk:real_meeting_experiment_prolific:6,p3p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p3,U,S,liked,6.0
761,761,mk:real_meeting_experiment_prolific:6,p3p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p3,U,S,other_liked,4.0
762,762,mk:real_meeting_experiment_prolific:6,p3p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p3,U,S,conversation_quality,7.0
763,763,mk:real_meeting_experiment_prolific:6,p3p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p3,U,S,video_conf_quality,4.0
764,764,mk:real_meeting_experiment_prolific:6,p3p8,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p8,U,U,liked,6.0
765,765,mk:real_meeting_experiment_prolific:6,p3p8,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p8,U,U,other_liked,6.0
766,766,mk:real_meeting_experiment_prolific:6,p3p8,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p8,U,U,conversation_quality,6.0
767,767,mk:real_meeting_experiment_prolific:6,p3p8,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p8,U,U,video_conf_quality,6.0
768,768,mk:real_meeting_experiment_prolific:6,p3p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p3,U,U,liked,7.0
769,769,mk:real_meeting_experiment_prolific:6,p3p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p3,U,U,other_liked,7.0
770,770,mk:real_meeting_experiment_prolific:6,p3p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p3,U,U,conversation_quality,7.0
771,771,mk:real_meeting_experiment_prolific:6,p3p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p3,U,U,video_conf_quality,7.0
772,772,mk:real_meeting_experiment_prolific:6,p4p5,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p5,S,U,liked,7.0
773,773,mk:real_meeting_experiment_prolific:6,p4p5,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p5,S,U,other_liked,7.0
774,774,mk:real_meeting_experiment_prolific:6,p4p5,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p5,S,U,conversation_quality,7.0
775,775,mk:real_meeting_experiment_prolific:6,p4p5,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p5,S,U,video_conf_quality,7.0
776,776,mk:real_meeting_experiment_prolific:6,p4p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p4,U,S,liked,4.0
777,777,mk:real_meeting_experiment_prolific:6,p4p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p4,U,S,other_liked,4.0
778,778,mk:real_meeting_experiment_prolific:6,p4p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p4,U,S,conversation_quality,5.0
779,779,mk:real_meeting_experiment_prolific:6,p4p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p4,U,S,video_conf_quality,6.0
780,780,mk:real_meeting_experiment_prolific:6,p4p6,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p6,U,U,liked,7.0
781,781,mk:real_meeting_experiment_prolific:6,p4p6,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p6,U,U,other_liked,7.0
782,782,mk:real_meeting_experiment_prolific:6,p4p6,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p6,U,U,conversation_quality,7.0
783,783,mk:real_meeting_experiment_prolific:6,p4p6,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p6,U,U,video_conf_quality,7.0
784,784,mk:real_meeting_experiment_prolific:6,p4p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p4,U,U,liked,5.0
785,785,mk:real_meeting_experiment_prolific:6,p4p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p4,U,U,other_liked,4.0
786,786,mk:real_meeting_experiment_prolific:6,p4p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p4,U,U,conversation_quality,5.0
787,787,mk:real_meeting_experiment_prolific:6,p4p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p4,U,U,video_conf_quality,6.0
788,788,mk:real_meeting_experiment_prolific:6,p4p7,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p7,U,S,liked,7.0
789,789,mk:real_meeting_experiment_prolific:6,p4p7,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p7,U,S,other_liked,7.0
790,790,mk:real_meeting_experiment_prolific:6,p4p7,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p7,U,S,conversation_quality,7.0
791,791,mk:real_meeting_experiment_prolific:6,p4p7,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p7,U,S,video_conf_quality,7.0
792,792,mk:real_meeting_experiment_prolific:6,p4p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p4,S,U,liked,4.0
793,793,mk:real_meeting_experiment_prolific:6,p4p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p4,S,U,other_liked,6.0
794,794,mk:real_meeting_experiment_prolific:6,p4p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p4,S,U,conversation_quality,4.0
795,795,mk:real_meeting_experiment_prolific:6,p4p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p4,S,U,video_conf_quality,7.0
796,796,mk:real_meeting_experiment_prolific:6,p4p8,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p8,S,S,liked,7.0
797,797,mk:real_meeting_experiment_prolific:6,p4p8,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p8,S,S,other_liked,7.0
798,798,mk:real_meeting_experiment_prolific:6,p4p8,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p8,S,S,conversation_quality,7.0
799,799,mk:real_meeting_experiment_prolific:6,p4p8,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p8,S,S,video_conf_quality,7.0
800,800,mk:real_meeting_experiment_prolific:6,p4p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p4,S,S,liked,7.0
801,801,mk:real_meeting_experiment_prolific:6,p4p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p4,S,S,other_liked,7.0
802,802,mk:real_meeting_experiment_prolific:6,p4p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p4,S,S,conversation_quality,7.0
803,803,mk:real_meeting_experiment_prolific:6,p4p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p4,S,S,video_conf_quality,7.0
