"X","index","sid","dyad","user_id","other_id","participant_condition","other_condition","question_content","measure","condition"
509,509,"mk:real_meeting_experiment_prolific:2","p4p6","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p6","U","U","other_liked",5,"UU"
510,510,"mk:real_meeting_experiment_prolific:2","p4p6","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p6","U","U","conversation_quality",3,"UU"
511,511,"mk:real_meeting_experiment_prolific:2","p4p6","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p6","U","U","video_conf_quality",5,"UU"
512,512,"mk:real_meeting_experiment_prolific:2","p4p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p4","U","U","liked",7,"UU"
513,513,"mk:real_meeting_experiment_prolific:2","p4p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p4","U","U","other_liked",7,"UU"
514,514,"mk:real_meeting_experiment_prolific:2","p4p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p4","U","U","conversation_quality",7,"UU"
515,515,"mk:real_meeting_experiment_prolific:2","p4p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p4","U","U","video_conf_quality",7,"UU"
516,516,"mk:real_meeting_experiment_prolific:2","p4p7","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p7","U","S","liked",7,"US"
517,517,"mk:real_meeting_experiment_prolific:2","p4p7","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p7","U","S","other_liked",7,"US"
518,518,"mk:real_meeting_experiment_prolific:2","p4p7","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p7","U","S","conversation_quality",7,"US"
519,519,"mk:real_meeting_experiment_prolific:2","p4p7","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p7","U","S","video_conf_quality",7,"US"
520,520,"mk:real_meeting_experiment_prolific:2","p4p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p4","S","U","liked",5,"SU"
521,521,"mk:real_meeting_experiment_prolific:2","p4p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p4","S","U","other_liked",5,"SU"
522,522,"mk:real_meeting_experiment_prolific:2","p4p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p4","S","U","conversation_quality",6,"SU"
523,523,"mk:real_meeting_experiment_prolific:2","p4p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p4","S","U","video_conf_quality",7,"SU"
524,524,"mk:real_meeting_experiment_prolific:2","p4p8","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p8","S","S","liked",7,"SS"
525,525,"mk:real_meeting_experiment_prolific:2","p4p8","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p8","S","S","other_liked",7,"SS"
526,526,"mk:real_meeting_experiment_prolific:2","p4p8","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p8","S","S","conversation_quality",7,"SS"
527,527,"mk:real_meeting_experiment_prolific:2","p4p8","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p8","S","S","video_conf_quality",6,"SS"
528,528,"mk:real_meeting_experiment_prolific:2","p4p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p4","S","S","liked",6,"SS"
529,529,"mk:real_meeting_experiment_prolific:2","p4p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p4","S","S","other_liked",6,"SS"
530,530,"mk:real_meeting_experiment_prolific:2","p4p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p4","S","S","conversation_quality",7,"SS"
531,531,"mk:real_meeting_experiment_prolific:2","p4p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p4","S","S","video_conf_quality",7,"SS"
532,532,"mk:real_meeting_experiment_prolific:4","p1p5","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p5","U","U","liked",7,"UU"
533,533,"mk:real_meeting_experiment_prolific:4","p1p5","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p5","U","U","other_liked",6,"UU"
534,534,"mk:real_meeting_experiment_prolific:4","p1p5","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p5","U","U","conversation_quality",7,"UU"
535,535,"mk:real_meeting_experiment_prolific:4","p1p5","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p5","U","U","video_conf_quality",7,"UU"
536,536,"mk:real_meeting_experiment_prolific:4","p1p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p1","U","U","liked",7,"UU"
537,537,"mk:real_meeting_experiment_prolific:4","p1p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p1","U","U","other_liked",7,"UU"
538,538,"mk:real_meeting_experiment_prolific:4","p1p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p1","U","U","conversation_quality",7,"UU"
539,539,"mk:real_meeting_experiment_prolific:4","p1p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p1","U","U","video_conf_quality",4,"UU"
540,540,"mk:real_meeting_experiment_prolific:4","p1p6","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p6","S","U","liked",6,"SU"
541,541,"mk:real_meeting_experiment_prolific:4","p1p6","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p6","S","U","other_liked",6,"SU"
542,542,"mk:real_meeting_experiment_prolific:4","p1p6","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p6","S","U","conversation_quality",6,"SU"
543,543,"mk:real_meeting_experiment_prolific:4","p1p6","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p6","S","U","video_conf_quality",7,"SU"
544,544,"mk:real_meeting_experiment_prolific:4","p1p7","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p7","S","S","liked",7,"SS"
545,545,"mk:real_meeting_experiment_prolific:4","p1p7","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p7","S","S","other_liked",7,"SS"
546,546,"mk:real_meeting_experiment_prolific:4","p1p7","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p7","S","S","conversation_quality",7,"SS"
547,547,"mk:real_meeting_experiment_prolific:4","p1p7","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p7","S","S","video_conf_quality",7,"SS"
548,548,"mk:real_meeting_experiment_prolific:4","p1p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p1","S","S","liked",6,"SS"
549,549,"mk:real_meeting_experiment_prolific:4","p1p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p1","S","S","other_liked",6,"SS"
550,550,"mk:real_meeting_experiment_prolific:4","p1p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p1","S","S","conversation_quality",5,"SS"
551,551,"mk:real_meeting_experiment_prolific:4","p1p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p1","S","S","video_conf_quality",5,"SS"
552,552,"mk:real_meeting_experiment_prolific:4","p1p8","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p8","U","S","liked",6,"US"
553,553,"mk:real_meeting_experiment_prolific:4","p1p8","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p8","U","S","other_liked",6,"US"
554,554,"mk:real_meeting_experiment_prolific:4","p1p8","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p8","U","S","conversation_quality",6,"US"
555,555,"mk:real_meeting_experiment_prolific:4","p1p8","mk:real_meeting_experiment_prolific:4p1","mk:real_meeting_experiment_prolific:4p8","U","S","video_conf_quality",7,"US"
556,556,"mk:real_meeting_experiment_prolific:4","p1p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p1","S","U","liked",6,"SU"
557,557,"mk:real_meeting_experiment_prolific:4","p1p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p1","S","U","other_liked",7,"SU"
558,558,"mk:real_meeting_experiment_prolific:4","p1p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p1","S","U","conversation_quality",6,"SU"
559,559,"mk:real_meeting_experiment_prolific:4","p1p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p1","S","U","video_conf_quality",7,"SU"
560,560,"mk:real_meeting_experiment_prolific:4","p2p5","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p5","S","S","liked",5,"SS"
561,561,"mk:real_meeting_experiment_prolific:4","p2p5","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p5","S","S","other_liked",5,"SS"
562,562,"mk:real_meeting_experiment_prolific:4","p2p5","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p5","S","S","conversation_quality",5,"SS"
563,563,"mk:real_meeting_experiment_prolific:4","p2p5","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p5","S","S","video_conf_quality",6,"SS"
564,564,"mk:real_meeting_experiment_prolific:4","p2p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p2","S","S","liked",7,"SS"
565,565,"mk:real_meeting_experiment_prolific:4","p2p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p2","S","S","other_liked",7,"SS"
566,566,"mk:real_meeting_experiment_prolific:4","p2p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p2","S","S","conversation_quality",7,"SS"
567,567,"mk:real_meeting_experiment_prolific:4","p2p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p2","S","S","video_conf_quality",7,"SS"
568,568,"mk:real_meeting_experiment_prolific:4","p2p7","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p7","U","U","liked",6,"UU"
569,569,"mk:real_meeting_experiment_prolific:4","p2p7","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p7","U","U","other_liked",6,"UU"
570,570,"mk:real_meeting_experiment_prolific:4","p2p7","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p7","U","U","conversation_quality",6,"UU"
571,571,"mk:real_meeting_experiment_prolific:4","p2p7","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p7","U","U","video_conf_quality",7,"UU"
572,572,"mk:real_meeting_experiment_prolific:4","p2p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p2","U","U","liked",6,"UU"
573,573,"mk:real_meeting_experiment_prolific:4","p2p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p2","U","U","other_liked",6,"UU"
574,574,"mk:real_meeting_experiment_prolific:4","p2p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p2","U","U","conversation_quality",6,"UU"
575,575,"mk:real_meeting_experiment_prolific:4","p2p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p2","U","U","video_conf_quality",6,"UU"
576,576,"mk:real_meeting_experiment_prolific:4","p2p8","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p8","S","U","liked",4,"SU"
577,577,"mk:real_meeting_experiment_prolific:4","p2p8","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p8","S","U","other_liked",4,"SU"
578,578,"mk:real_meeting_experiment_prolific:4","p2p8","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p8","S","U","conversation_quality",4,"SU"
579,579,"mk:real_meeting_experiment_prolific:4","p2p8","mk:real_meeting_experiment_prolific:4p2","mk:real_meeting_experiment_prolific:4p8","S","U","video_conf_quality",3,"SU"
580,580,"mk:real_meeting_experiment_prolific:4","p2p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p2","U","S","liked",6,"US"
581,581,"mk:real_meeting_experiment_prolific:4","p2p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p2","U","S","other_liked",6,"US"
582,582,"mk:real_meeting_experiment_prolific:4","p2p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p2","U","S","conversation_quality",5,"US"
583,583,"mk:real_meeting_experiment_prolific:4","p2p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p2","U","S","video_conf_quality",5,"US"
584,584,"mk:real_meeting_experiment_prolific:4","p3p5","mk:real_meeting_experiment_prolific:4p3","mk:real_meeting_experiment_prolific:4p5","U","S","liked",5,"US"
585,585,"mk:real_meeting_experiment_prolific:4","p3p5","mk:real_meeting_experiment_prolific:4p3","mk:real_meeting_experiment_prolific:4p5","U","S","other_liked",5,"US"
586,586,"mk:real_meeting_experiment_prolific:4","p3p5","mk:real_meeting_experiment_prolific:4p3","mk:real_meeting_experiment_prolific:4p5","U","S","conversation_quality",6,"US"
587,587,"mk:real_meeting_experiment_prolific:4","p3p5","mk:real_meeting_experiment_prolific:4p3","mk:real_meeting_experiment_prolific:4p5","U","S","video_conf_quality",5,"US"
588,588,"mk:real_meeting_experiment_prolific:4","p3p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p3","S","U","liked",7,"SU"
589,589,"mk:real_meeting_experiment_prolific:4","p3p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p3","S","U","other_liked",7,"SU"
590,590,"mk:real_meeting_experiment_prolific:4","p3p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p3","S","U","conversation_quality",7,"SU"
591,591,"mk:real_meeting_experiment_prolific:4","p3p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p3","S","U","video_conf_quality",7,"SU"
592,592,"mk:real_meeting_experiment_prolific:4","p3p8","mk:real_meeting_experiment_prolific:4p3","mk:real_meeting_experiment_prolific:4p8","U","U","liked",5,"UU"
593,593,"mk:real_meeting_experiment_prolific:4","p3p8","mk:real_meeting_experiment_prolific:4p3","mk:real_meeting_experiment_prolific:4p8","U","U","other_liked",3,"UU"
594,594,"mk:real_meeting_experiment_prolific:4","p3p8","mk:real_meeting_experiment_prolific:4p3","mk:real_meeting_experiment_prolific:4p8","U","U","conversation_quality",5,"UU"
595,595,"mk:real_meeting_experiment_prolific:4","p3p8","mk:real_meeting_experiment_prolific:4p3","mk:real_meeting_experiment_prolific:4p8","U","U","video_conf_quality",3,"UU"
596,596,"mk:real_meeting_experiment_prolific:4","p3p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p3","U","U","liked",6,"UU"
597,597,"mk:real_meeting_experiment_prolific:4","p3p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p3","U","U","other_liked",6,"UU"
598,598,"mk:real_meeting_experiment_prolific:4","p3p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p3","U","U","conversation_quality",5,"UU"
599,599,"mk:real_meeting_experiment_prolific:4","p3p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p3","U","U","video_conf_quality",4,"UU"
600,600,"mk:real_meeting_experiment_prolific:4","p4p5","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p5","S","U","liked",5,"SU"
601,601,"mk:real_meeting_experiment_prolific:4","p4p5","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p5","S","U","other_liked",5,"SU"
602,602,"mk:real_meeting_experiment_prolific:4","p4p5","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p5","S","U","conversation_quality",6,"SU"
603,603,"mk:real_meeting_experiment_prolific:4","p4p5","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p5","S","U","video_conf_quality",7,"SU"
604,604,"mk:real_meeting_experiment_prolific:4","p4p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p4","U","S","liked",6,"US"
605,605,"mk:real_meeting_experiment_prolific:4","p4p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p4","U","S","other_liked",6,"US"
606,606,"mk:real_meeting_experiment_prolific:4","p4p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p4","U","S","conversation_quality",6,"US"
607,607,"mk:real_meeting_experiment_prolific:4","p4p5","mk:real_meeting_experiment_prolific:4p5","mk:real_meeting_experiment_prolific:4p4","U","S","video_conf_quality",6,"US"
608,608,"mk:real_meeting_experiment_prolific:4","p4p7","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p7","U","S","liked",6,"US"
609,609,"mk:real_meeting_experiment_prolific:4","p4p7","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p7","U","S","other_liked",6,"US"
610,610,"mk:real_meeting_experiment_prolific:4","p4p7","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p7","U","S","conversation_quality",6,"US"
611,611,"mk:real_meeting_experiment_prolific:4","p4p7","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p7","U","S","video_conf_quality",7,"US"
612,612,"mk:real_meeting_experiment_prolific:4","p4p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p4","S","U","liked",6,"SU"
613,613,"mk:real_meeting_experiment_prolific:4","p4p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p4","S","U","other_liked",6,"SU"
614,614,"mk:real_meeting_experiment_prolific:4","p4p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p4","S","U","conversation_quality",5,"SU"
615,615,"mk:real_meeting_experiment_prolific:4","p4p7","mk:real_meeting_experiment_prolific:4p7","mk:real_meeting_experiment_prolific:4p4","S","U","video_conf_quality",5,"SU"
616,616,"mk:real_meeting_experiment_prolific:4","p4p8","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p8","S","S","liked",5,"SS"
617,617,"mk:real_meeting_experiment_prolific:4","p4p8","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p8","S","S","other_liked",4,"SS"
618,618,"mk:real_meeting_experiment_prolific:4","p4p8","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p8","S","S","conversation_quality",5,"SS"
619,619,"mk:real_meeting_experiment_prolific:4","p4p8","mk:real_meeting_experiment_prolific:4p4","mk:real_meeting_experiment_prolific:4p8","S","S","video_conf_quality",6,"SS"
620,620,"mk:real_meeting_experiment_prolific:4","p4p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p4","S","S","liked",6,"SS"
621,621,"mk:real_meeting_experiment_prolific:4","p4p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p4","S","S","other_liked",6,"SS"
622,622,"mk:real_meeting_experiment_prolific:4","p4p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p4","S","S","conversation_quality",7,"SS"
623,623,"mk:real_meeting_experiment_prolific:4","p4p8","mk:real_meeting_experiment_prolific:4p8","mk:real_meeting_experiment_prolific:4p4","S","S","video_conf_quality",7,"SS"
624,624,"mk:real_meeting_experiment_prolific:5","p3p5","mk:real_meeting_experiment_prolific:5p5","mk:real_meeting_experiment_prolific:5p3","S","U","liked",1,"SU"
625,625,"mk:real_meeting_experiment_prolific:5","p3p5","mk:real_meeting_experiment_prolific:5p5","mk:real_meeting_experiment_prolific:5p3","S","U","other_liked",1,"SU"
626,626,"mk:real_meeting_experiment_prolific:5","p3p5","mk:real_meeting_experiment_prolific:5p5","mk:real_meeting_experiment_prolific:5p3","S","U","conversation_quality",1,"SU"
627,627,"mk:real_meeting_experiment_prolific:5","p3p5","mk:real_meeting_experiment_prolific:5p5","mk:real_meeting_experiment_prolific:5p3","S","U","video_conf_quality",3,"SU"
628,628,"mk:real_meeting_experiment_prolific:5","p3p6","mk:real_meeting_experiment_prolific:5p3","mk:real_meeting_experiment_prolific:5p6","S","S","liked",7,"SS"
629,629,"mk:real_meeting_experiment_prolific:5","p3p6","mk:real_meeting_experiment_prolific:5p3","mk:real_meeting_experiment_prolific:5p6","S","S","other_liked",7,"SS"
630,630,"mk:real_meeting_experiment_prolific:5","p3p6","mk:real_meeting_experiment_prolific:5p3","mk:real_meeting_experiment_prolific:5p6","S","S","conversation_quality",7,"SS"
631,631,"mk:real_meeting_experiment_prolific:5","p3p6","mk:real_meeting_experiment_prolific:5p3","mk:real_meeting_experiment_prolific:5p6","S","S","video_conf_quality",7,"SS"
632,632,"mk:real_meeting_experiment_prolific:5","p3p6","mk:real_meeting_experiment_prolific:5p6","mk:real_meeting_experiment_prolific:5p3","S","S","liked",6,"SS"
633,633,"mk:real_meeting_experiment_prolific:5","p3p6","mk:real_meeting_experiment_prolific:5p6","mk:real_meeting_experiment_prolific:5p3","S","S","other_liked",6,"SS"
634,634,"mk:real_meeting_experiment_prolific:5","p3p6","mk:real_meeting_experiment_prolific:5p6","mk:real_meeting_experiment_prolific:5p3","S","S","conversation_quality",6,"SS"
635,635,"mk:real_meeting_experiment_prolific:5","p3p6","mk:real_meeting_experiment_prolific:5p6","mk:real_meeting_experiment_prolific:5p3","S","S","video_conf_quality",6,"SS"
636,636,"mk:real_meeting_experiment_prolific:5","p3p7","mk:real_meeting_experiment_prolific:5p3","mk:real_meeting_experiment_prolific:5p7","S","U","liked",7,"SU"
637,637,"mk:real_meeting_experiment_prolific:5","p3p7","mk:real_meeting_experiment_prolific:5p3","mk:real_meeting_experiment_prolific:5p7","S","U","other_liked",7,"SU"
638,638,"mk:real_meeting_experiment_prolific:5","p3p7","mk:real_meeting_experiment_prolific:5p3","mk:real_meeting_experiment_prolific:5p7","S","U","conversation_quality",7,"SU"
639,639,"mk:real_meeting_experiment_prolific:5","p3p7","mk:real_meeting_experiment_prolific:5p3","mk:real_meeting_experiment_prolific:5p7","S","U","video_conf_quality",7,"SU"
640,640,"mk:real_meeting_experiment_prolific:5","p3p7","mk:real_meeting_experiment_prolific:5p7","mk:real_meeting_experiment_prolific:5p3","U","S","liked",5,"US"
641,641,"mk:real_meeting_experiment_prolific:5","p3p7","mk:real_meeting_experiment_prolific:5p7","mk:real_meeting_experiment_prolific:5p3","U","S","other_liked",6,"US"
642,642,"mk:real_meeting_experiment_prolific:5","p3p7","mk:real_meeting_experiment_prolific:5p7","mk:real_meeting_experiment_prolific:5p3","U","S","conversation_quality",5,"US"
643,643,"mk:real_meeting_experiment_prolific:5","p3p7","mk:real_meeting_experiment_prolific:5p7","mk:real_meeting_experiment_prolific:5p3","U","S","video_conf_quality",7,"US"
644,644,"mk:real_meeting_experiment_prolific:5","p4p5","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p5","S","U","liked",6,"SU"
645,645,"mk:real_meeting_experiment_prolific:5","p4p5","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p5","S","U","other_liked",6,"SU"
646,646,"mk:real_meeting_experiment_prolific:5","p4p5","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p5","S","U","conversation_quality",6,"SU"
647,647,"mk:real_meeting_experiment_prolific:5","p4p5","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p5","S","U","video_conf_quality",4,"SU"
648,648,"mk:real_meeting_experiment_prolific:5","p4p5","mk:real_meeting_experiment_prolific:5p5","mk:real_meeting_experiment_prolific:5p4","U","S","liked",5,"US"
649,649,"mk:real_meeting_experiment_prolific:5","p4p5","mk:real_meeting_experiment_prolific:5p5","mk:real_meeting_experiment_prolific:5p4","U","S","other_liked",5,"US"
650,650,"mk:real_meeting_experiment_prolific:5","p4p5","mk:real_meeting_experiment_prolific:5p5","mk:real_meeting_experiment_prolific:5p4","U","S","conversation_quality",5,"US"
651,651,"mk:real_meeting_experiment_prolific:5","p4p5","mk:real_meeting_experiment_prolific:5p5","mk:real_meeting_experiment_prolific:5p4","U","S","video_conf_quality",4,"US"
652,652,"mk:real_meeting_experiment_prolific:5","p4p6","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p6","U","U","liked",7,"UU"
653,653,"mk:real_meeting_experiment_prolific:5","p4p6","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p6","U","U","other_liked",7,"UU"
654,654,"mk:real_meeting_experiment_prolific:5","p4p6","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p6","U","U","conversation_quality",7,"UU"
655,655,"mk:real_meeting_experiment_prolific:5","p4p6","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p6","U","U","video_conf_quality",7,"UU"
656,656,"mk:real_meeting_experiment_prolific:5","p4p6","mk:real_meeting_experiment_prolific:5p6","mk:real_meeting_experiment_prolific:5p4","U","U","liked",6,"UU"
657,657,"mk:real_meeting_experiment_prolific:5","p4p6","mk:real_meeting_experiment_prolific:5p6","mk:real_meeting_experiment_prolific:5p4","U","U","other_liked",6,"UU"
658,658,"mk:real_meeting_experiment_prolific:5","p4p6","mk:real_meeting_experiment_prolific:5p6","mk:real_meeting_experiment_prolific:5p4","U","U","conversation_quality",6,"UU"
659,659,"mk:real_meeting_experiment_prolific:5","p4p6","mk:real_meeting_experiment_prolific:5p6","mk:real_meeting_experiment_prolific:5p4","U","U","video_conf_quality",5,"UU"
660,660,"mk:real_meeting_experiment_prolific:5","p4p7","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p7","U","S","liked",7,"US"
661,661,"mk:real_meeting_experiment_prolific:5","p4p7","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p7","U","S","other_liked",7,"US"
662,662,"mk:real_meeting_experiment_prolific:5","p4p7","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p7","U","S","conversation_quality",7,"US"
663,663,"mk:real_meeting_experiment_prolific:5","p4p7","mk:real_meeting_experiment_prolific:5p4","mk:real_meeting_experiment_prolific:5p7","U","S","video_conf_quality",7,"US"
664,664,"mk:real_meeting_experiment_prolific:5","p4p7","mk:real_meeting_experiment_prolific:5p7","mk:real_meeting_experiment_prolific:5p4","S","U","liked",6,"SU"
665,665,"mk:real_meeting_experiment_prolific:5","p4p7","mk:real_meeting_experiment_prolific:5p7","mk:real_meeting_experiment_prolific:5p4","S","U","other_liked",6,"SU"
666,666,"mk:real_meeting_experiment_prolific:5","p4p7","mk:real_meeting_experiment_prolific:5p7","mk:real_meeting_experiment_prolific:5p4","S","U","conversation_quality",6,"SU"
667,667,"mk:real_meeting_experiment_prolific:5","p4p7","mk:real_meeting_experiment_prolific:5p7","mk:real_meeting_experiment_prolific:5p4","S","U","video_conf_quality",7,"SU"
