"dyad_std","question_content","rel1","rel2"
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p7","conversation_quality",7,5
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p7","conversation_quality",7,5
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p7","liked",7,5
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p7","liked",7,5
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p7","other_liked",7,6
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p7","other_liked",7,6
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p5","conversation_quality",6,5
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p5","conversation_quality",6,5
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p5","liked",6,5
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p5","liked",6,5
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p5","other_liked",6,5
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p5","other_liked",6,5
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p5","video_conf_quality",4,4
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p5","video_conf_quality",4,4
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p6","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p6","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p6","liked",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p6","liked",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p6","other_liked",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p6","other_liked",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p6","video_conf_quality",7,5
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p6","video_conf_quality",7,5
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p7","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p7","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p7","liked",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p7","liked",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p7","other_liked",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p7","other_liked",7,6
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p8","conversation_quality",6,7
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p8","conversation_quality",6,7
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p8","liked",7,7
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p8","liked",7,7
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p8","other_liked",7,7
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p8","other_liked",7,7
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p8","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:5p4_mk:real_meeting_experiment_prolific:5p8","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p5","conversation_quality",5,5
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p5","conversation_quality",5,5
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p5","liked",7,5
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p5","liked",7,5
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p5","other_liked",7,5
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p5","other_liked",7,5
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p5","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p5","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p6","conversation_quality",6,6
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p6","conversation_quality",6,6
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p6","liked",6,6
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p6","liked",6,6
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p6","other_liked",6,6
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p6","other_liked",6,6
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p6","video_conf_quality",4,6
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p6","video_conf_quality",4,6
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p7","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p7","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p7","liked",7,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p7","liked",7,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p7","other_liked",7,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p7","other_liked",7,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p8","conversation_quality",4,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p8","conversation_quality",4,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p8","liked",5,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p8","liked",5,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p8","other_liked",4,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p8","other_liked",4,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p8","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p1_mk:real_meeting_experiment_prolific:6p8","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p5","conversation_quality",5,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p5","conversation_quality",5,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p5","liked",5,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p5","liked",5,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p5","other_liked",3,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p5","other_liked",3,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p5","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p5","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p6","conversation_quality",1,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p6","conversation_quality",1,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p6","liked",1,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p6","liked",1,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p6","other_liked",1,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p6","other_liked",1,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p6","video_conf_quality",6,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p6","video_conf_quality",6,6
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p7","conversation_quality",5,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p7","conversation_quality",5,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p7","liked",5,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p7","liked",5,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p7","other_liked",4,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p7","other_liked",4,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p8","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p8","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p8","liked",5,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p8","liked",5,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p8","other_liked",5,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p8","other_liked",5,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p8","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p2_mk:real_meeting_experiment_prolific:6p8","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p5","conversation_quality",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p5","conversation_quality",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p5","liked",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p5","liked",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p5","other_liked",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p5","other_liked",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p5","video_conf_quality",6,6
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p5","video_conf_quality",6,6
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p6","conversation_quality",6,5
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p6","conversation_quality",6,5
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p6","liked",6,5
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p6","liked",6,5
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p6","other_liked",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p6","other_liked",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p6","video_conf_quality",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p6","video_conf_quality",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p7","conversation_quality",6,7
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p7","conversation_quality",6,7
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p7","liked",6,6
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p7","liked",6,6
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p7","other_liked",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p7","other_liked",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p7","video_conf_quality",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p7","video_conf_quality",6,4
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p8","conversation_quality",6,7
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p8","conversation_quality",6,7
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p8","liked",6,7
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p8","liked",6,7
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p8","other_liked",6,7
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p8","other_liked",6,7
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p8","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:6p3_mk:real_meeting_experiment_prolific:6p8","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p5","conversation_quality",7,5
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p5","conversation_quality",7,5
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p5","liked",7,4
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p5","liked",7,4
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p5","other_liked",7,4
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p5","other_liked",7,4
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p5","video_conf_quality",7,6
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p5","video_conf_quality",7,6
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p6","conversation_quality",7,5
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p6","conversation_quality",7,5
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p6","liked",7,5
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p6","liked",7,5
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p6","other_liked",7,4
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p6","other_liked",7,4
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p6","video_conf_quality",7,6
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p6","video_conf_quality",7,6
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p7","conversation_quality",7,4
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p7","conversation_quality",7,4
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p7","liked",7,4
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p7","liked",7,4
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p7","other_liked",7,6
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p7","other_liked",7,6
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p8","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p8","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p8","liked",7,7
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p8","liked",7,7
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p8","other_liked",7,7
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p8","other_liked",7,7
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p8","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:6p4_mk:real_meeting_experiment_prolific:6p8","video_conf_quality",7,7
